	id	date	year	type	area	location	activity	fatalyn	species	source	time	injury	country
549	2004.05.18	18-May-04	2004	Provoked	Abaco Islands	Green Turtle Cay	Free diving & spearfishing	N	1,5 m [5'] Caribbean reef shark (Carcharhinus  perezi)	W. Leander, M. Levine, GSAF	earlyafternoon	provoked	atlantic ocean
550	2004.05.04	04-May-04	2004	Unprovoked	Texas	Channel between South Padre Island & Padre Island National Seashore	Tandem surfing	N	Mako shark, 1.8 m [6']	G. Gore & M. Sturdevant	afternoon	death	atlantic ocean
551	2004.04.07	07-Apr-04	2004	Unprovoked	Hawaii	Kahana Beach, Maui	Surfing	Y	Tiger shark	L. Fujimoto, B. Perry & M. Tanji, Maui News 	earlymorning	death	atlantic ocean
552	2004.04.05	05-Apr-04	2004	Unprovoked	Western Cape Province	Surfers' Corner, Muizenberg, False Bay	Surfing	N	5 m [16.5'] white shark	L. Compagno & E. Ritter, GSAF	earlyafternoon	death	atlantic ocean
553	2004.03.31.a	31-Mar-04	2004	Unprovoked	Florida	Stuart Rocks, Martin County	Surfing	N	1.2 m [4'] bull shark	T. Jerome, GSAF; Palm Beach Post,  4/1/2004	morning	death	atlantic ocean
554	2004.03.29	29-Mar-04	2004	Unprovoked	Pernambuco	Piedade Beach	Body boarding	N	bull shark	P.M. Lopes, GSAF; Diaro, 3/30/2004	earlymorning	injury	atlantic ocean
555	2004.03.28	28-Mar-04	2004	Unprovoked	Florida	Pelican Beach Park, Satellite Beach, Brevard County	Surfing	N	bull shark	J.D. Gallop, Florida Today	earlyafternoon	injury	atlantic ocean
556	2004.03.27.b	27-Mar-04	2004	Unprovoked	Saint-Beno�t	Spot de la gare	Surfing	N	2.5 m shark	Clicanoo, le journal  de l'Ile de la R�union	lateafternoon	injury	indian ocean
557	2004.03.24	14-Mar-04	2004	Unprovoked	Hawaii	Punaluu	Snorkeling	N	1.8 m [6'] shark	Hawaii Department of Land and Natural Resources	morning	injury	atlantic ocean
558	2004.03.22	22-Mar-04	2004	Unprovoked	North Island	Te Arai Point	Spearfishing	N	Bronze whaler shark	J. Edgar	latemorning	no injury	pacific ocean
559	2004.03.16	16-Mar-04	2004	Unprovoked	Hawaii	Kalihiwai Beach, Kauai	Surfing	N	Tiger shark, 2.4 m to 3 m [8' to 10'] 	The Hawaii Channel	earlymorning	death	atlantic ocean
560	2004.02.26	26-Feb-04	2004	Unprovoked	South Island, near Karitane north of Dunedin	South Beach	Surfing	N	2 m [6.75'] sevengill  shark	R.D. Weeks, GSAF; NZ Herald	earlyevening	injury	pacific ocean
561	2004.02.16	16-Feb-04	2004	Invalid	Queensland	Fido's Reef, 300 m east of Cook Island. Cook Island is 2 miles from Tweed Heads, Gold Coast	Free diving & spearfishing	N	Shark involvement not confirmed	news.com.au; Northern Territory News, 2/18/2004, p.10; Sunday Territorian, 2/22/2004, p.9; 	morning	death	pacific ocean
562	2004.01.25	25-Jan-04	2004	Unprovoked	Western Australia	Binningup	Scuba diving	N	4 m to 5 m [13' to 16.5'] white shark	T. Peake, GSAF	morning	injury	pacific ocean
563	2004.01.21.b	21-Jan-04	2004	Unprovoked	Anzoategui	Playa Colorada Beach, Mochima National Park, only 200 m west of Santa Cruz Beach	Swimming	N	"Bull shark, 1.65 m [5'5""] was speared & killed"	D. Ramierez, GSAF       	earlyafternoon	injury	atlantic ocean
564	2004.01.21.a	21-Jan-04	2004	Unprovoked	Anzoategui	Santa Cruz Beach, Mochima National Park, 250 km from Caracas	Spearfishing	N	Bull shark, 132-kg [291-lb] 	D. Ramierez, GSAF       	morning	injury	atlantic ocean
565	2003.11.30.a	30-Nov-03	2003	Unprovoked	Western Australia	Perth? (Margaret River District)	Swimming	N	Wobbegong shark, 1.2 m [4'] 	J. Eager, scubaradio.com	morning	injury	pacific ocean
566	2003.11.27	27-Nov-03	2003	Unprovoked	KwaZulu-Natal	Sodwana	Spearfishing	Y	Tiger shark, 4 m [13']  ?	E. Ritter, GSAF	earlymorning	death	atlantic ocean
567	2003.10.31.c	31-Oct-03	2003	Unprovoked	Florida	Ponte Vedra Beach, St. Johns County	Surfing	N	1.2 m to 1.5 m [4' to 5'] shark	D. Dixon, Florida Times-Union, 11/8/2003 	earlyafternoon	injury	atlantic ocean
568	2003.10.31.b	31-Oct-03	2003	Unprovoked	New South Wales	Lighthouse Beach, Seal Rocks	Surfing	N	1.5 m [5'] shark, either a bronze whaler or a grey nurse shark	ABC News Australia	lateafternoon	injury	pacific ocean
569	2003.10.31.a	31-Oct-03	2003	Unprovoked	Hawaii	Tunnels surf break off Makua Beach, Kaua'i	Surfing	N	Tiger shark, 14' 	 E. Ritter, GSAF  	earlymorning	amputation	atlantic ocean
570	2003.10.24	24-Oct-03	2003	Invalid	Hawaii	Honolua Bay	Snorkeling	N	Shark involvement not confirmed	Timothy Hurley, Advertiser Maui County Bureau	latemorning	injury	atlantic ocean
571	2003.10.05.a	05-Oct-03	2003	Unprovoked	Hawaii	Cove Beach / Kalama Beach, Kihei, Maui	Wading near a fishing net	N	"1.2 m [4'] ""grey-colored shark"""	G. Kubota, Star Bulletin	latemorning	injury	atlantic ocean
572	2003.09.14.c	14-Sep-03	2003	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	3' shark	S. Petersohn, GSAF	afternoon	death	atlantic ocean
573	2003.09.14.b	14-Sep-03	2003	Unprovoked	Western Cape Province	Melkbosstrand	Fishing 	N	2 m cow shark	E. Ritter, GSAF 	morning	injury	atlantic ocean
574	2003.09.14.a	14-Sep-03	2003	Invalid	Florida	Bathtub Reef Beach, Martin County	Swimming	N	Shark involvement doubtful	Fort Pierce Tribune, 9/15/2003	earlyafternoon	death	atlantic ocean
575	2003.09.12	12-Sep-03	2003	Unprovoked	Western Cape Province	Near the wreck of the Kakapo off Noordhoek Beach	Body boarding	Y	White shark	E. Ritter, GSAF;      http://www.wavescape.co.za/top_bar/locals_only9.htm                               	earlyafternoon	death	atlantic ocean
576	2003.08.29	29-Aug-03	2003	Provoked	Texas	1.5 miles off Surfside 	Fishing	N	1.2 m [4'] bull shark	http://www.dfw.com/mld/startelegram/news/state/6656592.htm?1c	latemorning	provoked	atlantic ocean
577	2003.08.19	19-Aug-03	2003	Unprovoked	California	Avila Beach, San Luis Obispo County	Swimming, wearing black wetsuit & swim fins	Y	4.5 m to 5.5 m [15' to 18'] white shark	R. Collier, GSAF                	earlymorning	death	atlantic ocean
578	2003.08.08	08-Aug-03	2003	Unprovoked	Eastern Cape Province	Jeffrey�s Bay	Sitting on surfboard	N	3.5 m [11.5'] white shark	E. Ritter, GSAF  http://sport.iafrica.com/news/261271.htm       	earlymorning	death	atlantic ocean
579	2003.07.09	10-Jul-03	2003	Unprovoked	Abaco Islands	Bakers Bay	Spearfishing	N	Unidentified species	M. Levine, GSAF; Associated Press, 7/12/03	earlyafternoon	injury	atlantic ocean
580	2003.07.05.b	05-Jul-03	2003	Provoked	Florida	Near New Smyrna Jetty, Volusia County	Walking, carrying surfboard & stepped on shark	N	2' shark	S. Petersohn, GSAF	morning	death	atlantic ocean
581	2003.07.04	04-Jul-03	2003	Unprovoked	Abaco Islands	10 miles west of Walker�s Cay	Spearfishing	N	2.1 m  [7'] bull shark	Associated Press, 7/12/03; Palm Beach Post, 7/7/2003 	earlyafternoon	injury	atlantic ocean
582	2003.06.30	30-Jun-03	2003	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	Unidentified species	S. Petersohn, GSAF	earlyafternoon	injury	atlantic ocean
583	2003.06.24.a	24-Jun-03	2003	Unprovoked	Hawaii	Makua Beach, Oahu	Swimming with pod of dolphins	N	3.7 m to 4.3 m [12' to 14'] shark	Honolulu Advertiser	earlymorning	injury	atlantic ocean
584	2003.05.14	14-May-03	2003	Unprovoked	Florida	Ponce de Leon Inlet, Volusia County 	Wading	N	3' to 5' shark	S. Petersohn, GSAF; Orlando Sentinel, 5/16;2003, p.C3	earlyafternoon	injury	atlantic ocean
585	2003.05.10	10-May-03	2003	Unprovoked	Hawaii	Between Magic Sands Beach and Kahaluu Beach on the Kona coast	Swimming	N	1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark	WestHawaiiToday.com	morning	injury	atlantic ocean
586	2003.05.07	07-May-03	2003	Provoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	4' to 5' shark	S. Petersohn, GSAF; M. I. Johnson,  Daytona Beach News Journal. 5/8/2003, p.1C; Tampa Tribune, 5/8/2003	morning	provoked	atlantic ocean
587	2003.04.23.b	23-Apr-03	2003	Unprovoked	Pernambuco	Pau Amarelo Beach, Paulista District (17 km from Recife)	Surfing	N	Bull shark	P. M. Lopes, GSAF; N. Souza da Silva; JC, 4/24/2003	lateafternoon	injury	atlantic ocean
588	2003.04.21.b	21-Apr-03	2003	Unprovoked	Florida	Melbourne Beach, Brevard County 	Surfing	N	Unidentified species	Local 6 News; St. Petersburg Times, 4/22/2003; The Eagle, 4/24/2003 	earlyafternoon	injury	atlantic ocean
589	2003.04.21.a	21-Apr-03	2003	Unprovoked	Florida	Shepard Park, Cocoa Beach, Brevard County 	Surfing	N	Unidentified species	Orlando Sentinel, 4/22/2003, B3	earlyafternoon	death	atlantic ocean
590	2003.04.20.b	20-Apr-03	2003	Unprovoked	Florida	Sunglow Pier, Daytona Beach Shores, Volusia County	Surfing	N	0.9 m to 1.2 m [3' to 4'] shark	S. Petersohn, GSAF; Local6.com; Daytona Beach News-Journal . 4/21/2003, p.1C	morning	injury	atlantic ocean
591	2003.04.20.a	20-Apr-03	2003	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	Unidentified species	S. Petersohn, GSAF; Local 6 News; S. Frederick, Daytona Beach News Journal, 4/28/2003, p.1C; Orlando Sentinel, 4/22/2003, p.B3	earlyafternoon	injury	atlantic ocean
592	2003.04.19	19-Apr-03	2003	Unprovoked	Florida	New Smyrna Beach, Volusia County  	Jumping	N	A �small� shark	S. Petersohn, GSAF; S. Frederick, Daytona Beach News Journal, 4/21/2003, p.1C; J. Waymer, Florida Today (Melbourne), 4/19/2003	earlyafternoon	injury	atlantic ocean
593	2003.04.18	18-Apr-03	2003	Unprovoked	Florida	North Beach, Patrick AFB, Brevard County	Surfing	N	Unidentified species	Local 6 News; Tallahassee Democrat (FL) 4/19/2003; J. Waymer, Florida Today (Melbourne), 4/19/2003 	earlymorning	death	atlantic ocean
594	2003.04.15	15-Apr-03	2003	Unprovoked	Florida	Cocoa Beach, Brevard County	Swimming (using a float)	N	"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee"	Florida Today (Melbourne), 4/16/2003; Orlando Sentinel, 4/16/2003, p.B3	earlyafternoon	injury	atlantic ocean
595	2003.04.04	04-Apr-03	2003	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	4' to 5' shark	S. Petersohn, GSAF	earlymorning	injury	atlantic ocean
596	2003.02.27	27-Feb-03	2003	Unprovoked	Southland	East side of Bench Island in the Foveaux Strait	Scuba diving	N	2.5 m [8.25'] white shark	R.D. Weeks & Mark Marks, GSAF; New Zealand Herald	morning	injury	pacific ocean
597	2003.02.15.a	15-Feb-03	2003	Unprovoked	Florida	Jupiter, Palm Beach County	Swimming	N	Species unidentified	J. Eager, scubaradio.com	latemorning	injury	atlantic ocean
598	2003.01.02	02-Jan-03	2003	Unprovoked	Western Australia	Left break at the �Hot Spot� at Sheringa Beach	Surfing	N	Bronze whaler shark, 2.5 m [8.25'] 	T. Peake, GSAF	earlyafternoon	death	pacific ocean
599	2002.12.24	24-Dec-02	2002	Unprovoked	Western Cape Province	Scarborough	Snorkeling	N	White shark, 4 m white shark	IOL.co.za	latemorning	injury	atlantic ocean
600	2002.12.16	16-Dec-02	2002	Unprovoked	Queensland	Miami Lake	Swimming	Y	Bull shark	T. Peake, GSAF; Northern Territory News, 12/20/2002, p.9	night	death	pacific ocean
601	2002.11.28.a	28-Nov-02	2002	Unprovoked	California	Salmon Creek, Sonoma County	Body boarding	N	3 m to 4.5 m [10' to 15'] white shark	R. Collier, GSAF; Press Report: Santa Rosa Press Democrat 	morning	injury	atlantic ocean
602	2002.11.17	17-Nov-02	2002	Unprovoked	Hawaii	Ka'anapali	Swimming	N	2.4 m to 3 m [8' to 10'] grey colored shark	San Francisco Gate	morning	injury	atlantic ocean
603	2002.11.11	11-Nov-02	2002	Unprovoked	Florida	Ponce Inlet, New Smyrna Beach, Volusia County	Surfing	N	6' shark	S. Petersohn, GSAF	earlyafternoon	injury	atlantic ocean
604	2002.11.02	02-Nov-02	2002	Unprovoked	Florida	New Smyrna Beach, Volusia County	Boogie boarding	N	3' to 4' shark	S. Petersohn, GSAF	earlyafternoon	death	atlantic ocean
605	2002.10.30	30-Oct-02	2002	Unprovoked	Hawaii	Kama'ole Beach Park I, Kihei, Maui	Swimming	N	A �small� shark	J. Crites	morning	injury	atlantic ocean
606	2002.10.14	14-Oct-02	2002	Unprovoked	Pernambuco	Piedade Beach, Jaboat�o dos Guararapes City, Recife	Swimming	Y	Possibly a bull shark or tiger shark	P.M. Lopes, GSAF	afternoon	death	atlantic ocean
607	2002.10.05.b	05-Oct-02	2002	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	Blacktip or spinner shark	D. Harrity; S. Petersohn, GSAF; L. Lelis, Orlando Sentinel	latemorning	death	atlantic ocean
608	2002.10.05.a	05-Oct-02	2002	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	3.5' to 4.5' shark	S. Petersohn, GSAF; Daytona Beach News Journal, 9/22/2003, p.1C	earlyafternoon	death	atlantic ocean
609	2002.10.03	03-Oct-02	2002	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	3.5' to 4' shark	S. Petersohn, GSAF; Local 6 News; Orlando Sentinel, 10/4/2002, p.B3	earlyafternoon	injury	atlantic ocean
610	2002.09.30	30-Sep-02	2002	Unprovoked	Florida	Ormond Beach, Volusia County	Surfing	N	4' to 5' shark	S. Petersohn, GSAF; J. Eager, scubaradio.com; P.Balona, Vero Beach Press Journal, 5/10/2003, p.1C	afternoon	injury	atlantic ocean
611	2002.09.27.c	27-Sep-02	2002	Unprovoked	Hawaii	Kahala, O'ahu	Fishing from Surfboard	N	1.2 m [4'] blacktip shark	C. Lum & J. Widner, Honolulu Advertiser	earlyafternoon	injury	atlantic ocean
612	2002.09.27.a	27-Sep-02	2002	Provoked	Vava'u	Swimming with humpback whales	Swimming	N	Tiger shark, 1.5 m [5']k	C. Butterfield	earlyafternoon	provoked	pacific ocean
613	2002.09.16.b	16-Sep-02	2002	Unprovoked	Pernambuco	Piedade Beach, Jaboat�o dos Guararapes City	Swimming	N	Bull or tiger shark	P.M. Lopes, GSAF	earlyafternoon	injury	atlantic ocean
614	2002.09.13	13-Sep-02	2002	Unprovoked	Western Cape Province	Glencairn, False Bay	Surf skiing	N	White shark	Multiple internet sources	afternoon	no injury	atlantic ocean
615	2002.09.09	09-Sep-02	2002	Unprovoked	Florida	Ponce Inlet, New Smyrna Beach, Volusia County	Boogie boarding	N	4' to 6' shark	S. Petersohn, GSAF; Orlando Sentinel, 9/10/2002, p.B3; Daytona Beach News Journal, 9/10/2002, p.1C 	earlyafternoon	injury	atlantic ocean
616	2002.09.05	05-Sep-02	2002	Provoked	Florida	Daytona Beach Shores, Volusia County	Wading, when he stepped on the shark	N	1' to 2' hammerhead or bonnethed shark	S. Petersohn, GSAF	lateafternoon	death	atlantic ocean
617	2002.08.28	28-Aug-02	2002	Unprovoked	Hawaii	Kewalo Basin Channel, O'ahu	Surfing	N	Tiger shark, 2.4 m to 3 m [8' to 10'] 	G. Kubota, Honolulu Star Bulletin	earlyafternoon	injury	atlantic ocean
618	2002.08.14	14-Aug-02	2002	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	0.9 m  to 1.2 m [3' to 4'] shark	S. Petersohn, GSAF; Orlando Sentinel, 8/15/2002, p.B3	earlyafternoon	injury	atlantic ocean
619	2002.08.11	11-Aug-02	2002	Unprovoked	Florida	Vero Beach, Indian River County	Surfing	N	Nurse shark, 1.5 m [5'] 	Stuart News, 8/12/2002	earlyafternoon	death	atlantic ocean
620	2002.08.05	05-Aug-02	2002	Unprovoked	North Carolina	Topsail Beach, Pender County	Standing	N	1.2 m to 1.5 m [4' to 5'] shark	Wisconsin State Journal; C. Creswell, GSAF	morning	injury	atlantic ocean
621	2002.07.26	26-Jul-02	2002	Unprovoked	South Carolina	Myrtle Beach, Horry County	Surfing	N	1.2 m [4'] blacktip or sandbar shark	C. Creswell, GSAF; The  State  (Columbia, SC) 7/28/2002 ; Sun News (Myrtle Beach), 7/28/2002	earlyevening	injury	atlantic ocean
622	2002.07.20	20-Jul-02	2002	Unprovoked	North Carolina	Emerald Isle, Carteret County	Swimming	N	Bull shark, 1.8 m to 2.1 m [6' to 7'] 	C. Creswell, GSAF	lateafternoon	injury	atlantic ocean
623	2002.07.09.a	10-Jul-02	2002	Unprovoked	Pernambuco	Piedade Beach, Recife	Surfing	N	Bull or tiger shark	P.M. Lopes, GSAF	earlyafternoon	amputation	atlantic ocean
624	2002.07.04	04-Jul-02	2002	Unprovoked	North Carolina	Wrightsville Beach, New Hanover County	Standing	N	1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark	Miami Herald, 7/7/2002 	lateafternoon	injury	atlantic ocean
625	2002.06.11.b	11-Jun-02	2002	Unprovoked	Hawaii	Anini Beach, Kaua'i	Sitting on surfboard	N	Tiger shark, 2.4 m to 2.7 m [8' to 9']  	Hawaii Department of Land and Natural Resources	earlyafternoon	death	atlantic ocean
626	2002.06.11.a	10-Jun-02	2002	Unprovoked	Florida	St Augustine Beach, St Johns County	Surfing	N	0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand	Orlando Sentinel, 6/12/2002, pp. B2 & B5; Florida Times-Union, 6/10/2002	earlyafternoon	injury	atlantic ocean
627	2002.06.09.b	09-Jun-02	2002	Unprovoked	Florida	South of Ponce Inlet, New Smyrna Beach, Volusia County	Surfing	N	� 	S. Petersohn, GSAF; S. Pedicini, Orlando Sentinel, 6/13/2002., p.B1 & 6/12/2002, p.B2	morning	death	atlantic ocean
628	2002.05.31.b	31-May-02	2002	Unprovoked	California	Stinson Beach, Marin County	Surfing	N	3.7 m to 4.3 m [12' to 14'] white shark	San Francisco Gate	earlyafternoon	injury	atlantic ocean
629	2002.05.31.a	31-May-02	2002	Unprovoked	Florida	St. George Island (near Apachicola), Franklin County	Floating on a raft	N	1 m  shark	South Florida Sun-Sentinel; Orlando Sentinel, 6/3/2002, p.B.2; Miami Herald, 6/3/2002	afternoon	injury	atlantic ocean
630	2002.05.22.b	22-May-02	2002	Provoked	Florida	a pier at the end of Caxambas Drive, Marco Island 	Fishing, removing the shark from his line	N	3' blacktip shark	News-Press, 5/23/2002	lateafternoon	death	atlantic ocean
631	2002.04.30	30-Apr-02	2002	Unprovoked	South Australia	Smoky Bay, near Ceduna, on the Eyre Peninsula	Scallop diving (using surface-supplied air & a POD) 	Y	White shark, 6m [20']	T. Peake, GSAF	latemorning	death	pacific ocean
632	2002.04.20	20-Apr-02	2002	Unprovoked	Florida	St. Augustine Beach, St. Johns County	Surfing, but standing in water alongside board	N	1.2 m [4'] shark	Miami Herald, 4/25/2002; Florida Times-Union, 4/23/2002	morning	injury	atlantic ocean
633	2002.04.09	09-Apr-02	2002	Unprovoked	Abaco Islands	Walkers Cay	Standing	N	Bull shark, 400-lb 	E. Ritter, GSAF	morning	injury	atlantic ocean
634	2002.04.02	02-Apr-02	2002	Unprovoked	Florida	New Smyrna Beach, Volusia County	Wading	N	3'  shark	S. Petersohn, GSAF	earlyafternoon	death	atlantic ocean
635	2002.04.01	01-Apr-02	2002	Unprovoked	Florida	Lauderdale-By-The-Sea, Broward County	Swimming / Wading	N	0.9 m [3'] shark	Orlando Sentinel, 4/2/2002, p.B3; Miami Herald, 4/2/2002	morning	injury	atlantic ocean
636	2002.03.25.b	25-Mar-02	2002	Unprovoked	Hawaii	Brenecke Beach, Po'ipu, Kaua'i	Body-boarding	N	Tiger shark	G. Kubota, Honolulu Star Bulletin	latemorning	amputation	atlantic ocean
637	2002.03.25.a	25-Mar-02	2002	Unprovoked	Florida	Cocoa Beach, Brevard County	Wading	N	� 	Orlando Sentinel, 3/26/2002, p.B2; Miami Herald, 3/26/2002	morning	injury	atlantic ocean
638	2002.03.19	19-Mar-02	2002	Unprovoked	Florida	Daytona Beach Shores, Volusia County	Swimming /  boogie boarding	N	4' shark	S. Petersohn, GSAF; Orlando Sentinel, 3/20/2002, p.B2	earlyafternoon	death	atlantic ocean
639	2002.03.15.a	15-Mar-02	2002	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	Spinner shark, 3' to 4' 	S. Petersohn, GSAF; Orlando Sentinel, 3/16/2002, p.C.2	morning	death	atlantic ocean
640	2002.02.16	16-Feb-02	2002	Unprovoked	Queensland	Sunshine Beach	Surfing	N	"1.5 m [5'] ""whaler shark"""	Sunday Mail (QLD), 2/17/2002, p.13; T. Peake, GSAF;  AAP (Australia)	morning	injury	pacific ocean
641	2002.02.07	07-Feb-02	2002	Unprovoked	New South Wales	Paramatta River (near Sydney)	Kayaking	N	C. leucas tooth fragment recovered from kayak	T. Peake, GSAF	earlyevening	death	pacific ocean
642	2002.01.04	04-Jan-02	2002	Unprovoked	KwaZulu-Natal	Durban Harbor	Fishing	N	Zambesi shark?	G. Gifford, GSAF	night	injury	atlantic ocean
643	2002.01.01.a	01-Jan-02	2002	Unprovoked	Hawaii	Olowalu, Maui	Snorkeling	N	Tiger shark, 1.8 m [6'] 	G. Kubota, Star Bulletin	earlyafternoon	injury	atlantic ocean
644	2001.10.02	02-Oct-01	2001	Unprovoked	Queensland	200 miles offshore	Snorkeling	N	Bronze whaler shark?	K. Jones	earlyafternoon	injury	pacific ocean
645	2001.09.24	24-Sep-01	2001	Provoked	Florida	Ponce Inlet, Volusia County	Surfing, fell off surfboard & stepped on the shark.	N	4' shark	S. Petersohn, GSAF	afternoon	death	atlantic ocean
646	2001.09.16	16-Sep-01	2001	Invalid	Florida	2 miles off Pompano Beach, Broward County	Wreck / Technical diving	Y	Questionable incident - shark bite may have precipitated drowning	D. Fleshler	earlyafternoon	death	atlantic ocean
647	2001.09.15.b	15-Sep-01	2001	Unprovoked	Florida	A quarter mile north of Fort Pierce Inlet	Boogie boarding	N	2' to 3.5' shark	G. Hock, M. Levine, GSAF; Orlando Sentinel, 9/18/2001, p.D2	earlyafternoon	death	atlantic ocean
648	2001.09.03.b	03-Sep-01	2001	Unprovoked	North Carolina	Avon, Hatteras Island, Outer Banks, Dare County	Swimming 	Y	A large white shark was filmed by divers on a local wreck 2 days prior to the incident.	M. Levine, GSAF            	earlyevening	death	atlantic ocean
649	2001.09.03.a	03-Sep-01	2001	Unprovoked	North Carolina	Avon, Hatteras Island, Outer Banks, Dare County	Swimming	N	A large white shark was filmed by divers on a local wreck 2 days prior to the incident.	M. Levine, GSAF            	earlyevening	amputation	atlantic ocean
